rank,name,networth,age,country,source,industry
1645,Nigel Austin ,$1.8 B,51,Australia,retail,Fashion & Retail 
1645,Bang Jun-hyuk ,$1.8 B,53,South Korea,online gaming,Media & Entertainment 
1645,O. Francis Biondi ,$1.8 B,57,United States,hedge funds,Finance & Investments 
1645,Chang Byung-gyu ,$1.8 B,48,South Korea,online games,Technology 
1645,Chang Kuo-Ming ,$1.8 B,64,Taiwan,Transportation,Logistics 
1645,Chen Gang ,$1.8 B,54,China,solar energy,Energy 
1645,Liying Chen ,$1.8 B,46,China,package delivery,Logistics 
1645,Chen Xueli ,$1.8 B,70,China,pharmaceuticals,Healthcare 
1645,Chi Yufeng ,$1.8 B,51,China,software,Technology 
1645,Mark Coombs ,$1.8 B,61,United Kingdom,finance,Finance & Investments 
1645,Tench Coxe ,$1.8 B,64,United States,venture capital,Finance & Investments 
1645,John de Mol ,$1.8 B,67,Netherlands,TV programs,Media & Entertainment 
1645,Alfredo Egydio Arruda Villela Filho ,$1.8 B,52,Brazil,banking,Finance & Investments 
1645,Ibrahim Erdemoglu ,$1.8 B,59,Turkey,carpet,Manufacturing 
1645,Philip Fayer ,$1.8 B,64,Canada,online payments,Finance & Investments 
1645,Paul Foster ,$1.8 B,64,United States,oil refining,Energy 
1645,James France ,$1.8 B,77,United States,"Nascar, racing",Sports 
1645,Yasuhiro Fukushima ,$1.8 B,74,Japan,video games,Media & Entertainment 
1645,Zhongru Gan ,$1.8 B,73,China,pharmaceuticals,Healthcare 
1645,Rahul Gautam ,$1.8 B,69,India,mattresses,Fashion & Retail 
1645,Ali Ghodsi ,$1.8 B,43,Sweden,data analytics,Technology 
1645,Giammaria Giuliani ,$1.8 B,44,Switzerland,pharmaceuticals,Healthcare 
1645,Christopher Goldsbury ,$1.8 B,79,United States,salsa,Food & Beverage 
1645,Alexandre Grendene Bartelle ,$1.8 B,72,Brazil,shoes,Fashion & Retail 
1645,Surjit Kumar Gupta ,$1.8 B,80,India,electrical equipment,Manufacturing 
1645,Brian Higgins ,$1.8 B,57,United States,hedge funds,Finance & Investments 
1645,David Hindawi ,$1.8 B,77,United States,software,Technology 
1645,Chengzhong Hu ,$1.8 B,61,China,manufacturing,Manufacturing 
1645,Huang Min ,$1.8 B,48,China,machinery,Manufacturing 
1645,Stanley Hubbard ,$1.8 B,88,United States,DirecTV,Media & Entertainment 
1645,Hui Lin Chit ,$1.8 B,68,China,hygiene products,Manufacturing 
1645,Hal Jackman ,$1.8 B,89,Canada,"insurance, investments",Finance & Investments 
1645,Stephen Jarislowsky ,$1.8 B,96,Canada,money management,Finance & Investments 
1645,Mark & Robyn Jones ,$1.8 B,64,United States,insurance,Finance & Investments 
1645,George Joseph ,$1.8 B,100,United States,insurance,Finance & Investments 
1645,Kim Kardashian ,$1.8 B,41,United States,"cosmetics, reality TV",Fashion & Retail 
1645,Dominika Kulczyk ,$1.8 B,44,Poland,diversified,Finance & Investments 
1645,Edward Lampert ,$1.8 B,59,United States,Sears,Finance & Investments 
1645,Marc Lasry ,$1.8 B,61,United States,hedge funds,Finance & Investments 
1645,Michiel Le Roux ,$1.8 B,72,South Africa,banking,Finance & Investments 
1645,Peter Leibinger ,$1.8 B,55,Germany,machine tools,Manufacturing 
1645,Regine Leibinger ,$1.8 B,59,Germany,machine tools,Manufacturing 
1645,Nicola Leibinger-Kammueller ,$1.8 B,62,Germany,manufacturing,Manufacturing 
1645,Wolfgang Leitner ,$1.8 B,69,Austria,engineering,Construction & Engineering 
1645,Liu Zhongtian & family ,$1.8 B,58,China,aluminum products,Manufacturing 
1645,Bill Malhotra ,$1.8 B,72,Canada,real estate,Real Estate 
1645,Charlwin Mao ,$1.8 B,64,China,e-commerce,Fashion & Retail 
1645,George Marcus ,$1.8 B,80,United States,real estate,Real Estate 
1645,Yves-Loic Martin ,$1.8 B,56,France,laboratory services,Healthcare 
1645,Gary Michelson ,$1.8 B,73,United States,medical patents,Healthcare 
1645,Robert G. Miller ,$1.8 B,76,Canada,electronics components,Technology 
1645,Fernando Roberto Moreira Salles ,$1.8 B,75,Brazil,"banking, minerals",Diversified 
1645,Joao Moreira Salles ,$1.8 B,60,Brazil,"banking, minerals",Diversified 
1645,Walther Moreira Salles Junior ,$1.8 B,65,Brazil,"banking, minerals",Finance & Investments 
1645,Zugen Ni ,$1.8 B,65,China,appliances,Manufacturing 
1645,Liora Ofer ,$1.8 B,68,Israel,investments,Finance & Investments 
1645,Mrudula Parekh ,$1.8 B,74,India,adhesives,Manufacturing 
1645,David Paul ,$1.8 B,55,United States,medical devices,Healthcare 
1645,Pierre Karl Péladeau ,$1.8 B,60,Canada,media,Media & Entertainment 
1645,Miranda Qu ,$1.8 B,37,China,e-commerce,Fashion & Retail 
1645,Phillip T. (Terry) Ragon ,$1.8 B,72,United States,health IT,Technology 
1645,G. Rajendran ,$1.8 B,79,India,jewellery,Fashion & Retail 
1645,Krit Ratanarak ,$1.8 B,75,Thailand,"media, real estate",Media & Entertainment 
1645,Jerry Reinsdorf ,$1.8 B,86,United States,sports teams,Sports 
1645,Mochtar Riady & family ,$1.8 B,92,Indonesia,diversified,Diversified 
1645,Rajju Shroff ,$1.8 B,88,India,agrochemicals,Manufacturing 
1645,Frank Slootman ,$1.8 B,63,United States,software,Technology 
1645,Henry Swieca ,$1.8 B,64,United States,hedge funds,Finance & Investments 
1645,Yuequn Tao ,$1.8 B,62,China,Contact Lens,Fashion & Retail 
1645,Robert Toennies ,$1.8 B,43,Germany,meat processing,Food & Beverage 
1645,Torbjorn Tornqvist ,$1.8 B,68,Sweden,oil trading,Energy 
1645,Zhenghua Wang ,$1.8 B,77,China,budget airline,Service 
1645,Charlotte Colket Weber ,$1.8 B,79,United States,Campbell Soup,Food & Beverage 
1645,Wu Lanlan & family ,$1.8 B,48,China,packaging,Manufacturing 
1645,Wu Yulan ,$1.8 B,52,China,pharmaceuticals,Healthcare 
1645,Elaine Wynn ,$1.8 B,79,United States,"casinos, hotels",Gambling & Casinos 
1645,Xu Shijun & family ,$1.8 B,59,China,manufacturing,Manufacturing 
1645,Xu Xudong & family ,$1.8 B,52,China,auto parts,Automotive 
1645,Yang Xuegang ,$1.8 B,57,China,coking,Manufacturing 
1645,Zhang Chuanwei & family ,$1.8 B,59,China,machinery,Manufacturing 
1645,Xuexin Zhang & family ,$1.8 B,74,China,aluminum,Metals & Mining 
1729,Noubar Afeyan ,$1.7 B,59,United States,biotech,Healthcare 
1729,Farkhad Akhmedov ,$1.7 B,66,Russia,investments,Energy 
1729,Marc Andreessen ,$1.7 B,50,United States,venture capital investing,Finance & Investments 
1729,John Bicket ,$1.7 B,42,United States,sensor systems,Technology 
1729,Zadik Bino & family ,$1.7 B,78,Israel,"banking, oil",Diversified 
1729,Alex Birkenstock ,$1.7 B,53,Germany,shoes,Fashion & Retail 
1729,Christian Birkenstock ,$1.7 B,49,Germany,shoes,Fashion & Retail 
1729,Sanjit Biswas ,$1.7 B,40,United States,sensor systems,Technology 
1729,David Booth ,$1.7 B,76,United States,mutual funds,Finance & Investments 
1729,Josef Boquoi & family ,$1.7 B,88,Germany,frozen foods,Food & Beverage 
1729,Saket Burman ,$1.7 B,45,United Kingdom,consumer goods,Food & Beverage 
1729,Mingtong Cai ,$1.7 B,70,China,electronic components,Technology 
1729,Chen Yung-tai ,$1.7 B,86,Taiwan,real estate,Real Estate 
1729,Manas Chiaravanond ,$1.7 B,64,Thailand,diversified,Diversified 
1729,Phongthep Chiaravanont ,$1.7 B,70,Thailand,diversified,Diversified 
1729,Ivan Chrenko ,$1.7 B,54,Slovakia,real estate,Real Estate 
1729,Sol Daurella ,$1.7 B,56,Spain,Coca-Cola bottler,Food & Beverage 
1729,Dulce Pugliese de Godoy Bueno ,$1.7 B,74,Brazil,"hospitals, health care",Healthcare 
1729,Norbert Dentressangle ,$1.7 B,67,France,"transport, logistics",Logistics 
1729,Oleg Deripaska ,$1.7 B,54,Russia,"aluminum, utilities",Metals & Mining 
1729,Dong Jinggui ,$1.7 B,52,China,electric scooters,Automotive 
1729,Keith Dunleavy & family ,$1.7 B,52,United States,health IT,Healthcare 
1729,Donald Foss ,$1.7 B,77,United States,auto loans,Automotive 
1729,Rolf Gerling ,$1.7 B,67,Germany,insurance,Finance & Investments 
1729,G. Gnanalingam ,$1.7 B,77,Malaysia,ports,Logistics 
1729,He Zhaoxi ,$1.7 B,48,China,software,Technology 
1729,William Heinecke ,$1.7 B,72,Thailand,hotels,Real Estate 
1729,Huh Jae-myung ,$1.7 B,50,South Korea,electric components,Manufacturing 
1729,Tianjiang Jia & family ,$1.7 B,59,China,non-ferrous metals,Metals & Mining 
1729,Michael Jordan ,$1.7 B,59,United States,"Charlotte Hornets, endorsements",Sports 
1729,Dmitry Kamenshchik ,$1.7 B,53,Russia,airport,Service 
1729,Kim Taek-jin ,$1.7 B,55,South Korea,online games,Media & Entertainment 
1729,Koo Kwang-mo ,$1.7 B,44,South Korea,LG,Diversified 
1729,Anthony Langley ,$1.7 B,67,United Kingdom,manufacturing,Diversified 
1729,Lee Joong-keun ,$1.7 B,81,South Korea,"construction, real estate",Construction & Engineering 
1729,James Leininger ,$1.7 B,77,United States,medical products,Healthcare 
1729,Li Haiyan ,$1.7 B,64,China,restaurants,Food & Beverage 
1729,Li Jianli ,$1.7 B,49,China,lithium-ion battery cap,Manufacturing 
1729,Weiwei Li ,$1.7 B,45,China,online games,Technology 
1729,Li Zhigang ,$1.7 B,45,China,machinery,Manufacturing 
1729,Jimmy John Liautaud ,$1.7 B,58,United States,sandwich chain,Food & Beverage 
1729,Louise Lindh ,$1.7 B,42,Sweden,investments,Diversified 
1729,Lu Di ,$1.7 B,64,China,drones,Technology 
1729,Anand Mahindra ,$1.7 B,66,India,diversified,Diversified 
1729,Bruce Mathieson ,$1.7 B,78,Australia,hotels,Food & Beverage 
1729,Billy Joe (Red) McCombs ,$1.7 B,94,United States,"real estate, oil, cars, sports",Diversified 
1729,Deepak Mehta ,$1.7 B,65,India,chemicals,Manufacturing 
1729,Mario Moretti Polegato & family ,$1.7 B,69,Italy,shoes,Fashion & Retail 
1729,Alberto Palatchi ,$1.7 B,72,Spain,wedding dresses,Fashion & Retail 
1729,Nelson Peltz ,$1.7 B,79,United States,investments,Finance & Investments 
1729,Jorge Perez ,$1.7 B,72,United States,real estate,Real Estate 
1729,Alberto Prada ,$1.7 B,68,Italy,luxury goods,Fashion & Retail 
1729,Marina Prada ,$1.7 B,76,Italy,luxury goods,Fashion & Retail 
1729,M.Satyanarayana Reddy ,$1.7 B,64,India,pharmaceuticals,Healthcare 
1729,Rihanna ,$1.7 B,34,Barbados,"music, cosmetics",Fashion & Retail 
1729,Arkady Rotenberg ,$1.7 B,70,Russia,"construction, pipes, banking",Construction & Engineering 
1729,Dieter Schnabel ,$1.7 B,76,Germany,chemicals,Manufacturing 
1729,Shang Xiaobo & family ,$1.7 B,48,China,Manufacturing,Manufacturing 
1729,Shao Qinxiang ,$1.7 B,67,China,diversified,Manufacturing 
1729,Renate Sick-Glaser ,$1.7 B,64,Germany,sensor technology,Technology 
1729,Basudeo Singh ,$1.7 B,81,India,pharmaceuticals,Healthcare 
1729,Edward Stack ,$1.7 B,67,United States,Dick's Sporting Goods,Fashion & Retail 
1729,Weijie Sun ,$1.7 B,58,China,oilfield equipment,Manufacturing 
1729,Vonnarat Tangkaravakoon ,$1.7 B,50,Thailand,"wire & cables, paints",Manufacturing 
1729,Byron Trott ,$1.7 B,63,United States,investments,Finance & Investments 
1729,Jan Van Geet ,$1.7 B,50,Belgium,real estate developer,Real Estate 
1729,Radha Vembu ,$1.7 B,49,India,business software,Technology 
1729,Patrizio Vinciarelli ,$1.7 B,75,United States,electronic components,Technology 
1729,Mingwang Wang ,$1.7 B,54,China,electronics components,Manufacturing 
1729,Wang Yanqing & family ,$1.7 B,75,China,carbon fiber products,Manufacturing 
1729,Lars Wingefors ,$1.7 B,45,Sweden,video games,Media & Entertainment 
1729,Stephen Winn ,$1.7 B,75,United States,real estate services,Real Estate 
1729,Ian Wood & family ,$1.7 B,79,United Kingdom,energy services,Energy 
1729,Gordon Wu ,$1.7 B,86,Hong Kong,real estate,Real Estate 
1729,Wu Xiangdong ,$1.7 B,53,China,consumer,Food & Beverage 
1729,Yao Kuizhang ,$1.7 B,57,China,beverages,Food & Beverage 
1729,Vladimir Yevtushenkov ,$1.7 B,73,Russia,"telecom, investments",Telecom 
1729,Dasheng Yi ,$1.7 B,61,China,conglomerate,Diversified 
1729,Yu Lili ,$1.7 B,54,China,electronic components,Manufacturing 
1729,Alan Zekelman ,$1.7 B,59,Canada,steel,Manufacturing 
1729,Kaitian Zeng ,$1.7 B,47,China,online games,Technology 
1729,Zhang Jingzhang & family ,$1.7 B,86,China,precision machinery,Manufacturing 
1729,Zhang Yubai ,$1.7 B,57,China,wine,Food & Beverage 
1729,Zheng Hong & family ,$1.7 B,71,China,electronics,Technology 
1729,Zhong Peifeng ,$1.7 B,59,United States,semiconductor,Telecom 
1729,Zhou Zongwen & family ,$1.7 B,65,China,jewelry,Fashion & Retail 
1729,Zhu Yiming ,$1.7 B,49,China,semiconductors,Technology 
1729,Zhaojiang Zhu ,$1.7 B,48,China,Smartphones,Manufacturing 
1729,Anita Zucker ,$1.7 B,70,United States,chemicals,Manufacturing 
1818,"Herbert Allen, Jr. & family ",$1.6 B,82,United States,investment banking,Finance & Investments 
1818,Vasily Anisimov ,$1.6 B,70,Russia,real estate,Metals & Mining 
1818,Mori Arkin ,$1.6 B,69,Israel,pharmaceuticals,Healthcare 
1818,Semahat Sevim Arsel ,$1.6 B,93,Turkey,diversified,Diversified 
1818,Clifford Asness ,$1.6 B,55,United States,money management,Finance & Investments 
1818,Louis Bacon ,$1.6 B,65,United States,hedge funds,Finance & Investments 
1818,Hari Bhartia ,$1.6 B,65,India,diversified,Diversified 
1818,Shyam Bhartia ,$1.6 B,69,India,"pharmaceuticals, food",Healthcare 
1818,Amit Burman ,$1.6 B,52,India,consumer goods,Food & Beverage 
1818,Chen Shibin ,$1.6 B,55,China,quartz products,Manufacturing 
1818,Chen Tianshi ,$1.6 B,37,China,semiconductors,Technology 
1818,Robert Clark ,$1.6 B,63,United States,construction,Construction & Engineering 
1818,Ana Lucia de Mattos Barretto Villela ,$1.6 B,48,Brazil,banking,Finance & Investments 
1818,Diao Zhizhong ,$1.6 B,58,China,software,Technology 
1818,Jamie Dimon ,$1.6 B,66,United States,banking,Finance & Investments 
1818,Gary Fegel ,$1.6 B,48,Switzerland,"commodities, investments",Metals & Mining 
1818,Gao Yunfeng ,$1.6 B,55,China,industrial lasers,Manufacturing 
1818,Philippe Ginestet & family ,$1.6 B,68,France,retail stores,Fashion & Retail 
1818,Sebastian Glaser ,$1.6 B,64,Germany,sensor technology,Technology 
1818,Sam Goi ,$1.6 B,75,Singapore,frozen foods,Food & Beverage 
1818,Lance Gokongwei ,$1.6 B,54,Philippines,diversified,Diversified 
1818,Sergei Gordeev ,$1.6 B,49,Russia,real estate,Real Estate 
1818,Bill Gross ,$1.6 B,77,United States,investments,Finance & Investments 
1818,Sue Gross ,$1.6 B,72,United States,investments,Finance & Investments 
1818,Patrick Hanrahan ,$1.6 B,66,United States,software,Technology 
1818,Lutz Mario Helmig ,$1.6 B,75,Germany,hospitals,Healthcare 
1818,Ilkka Herlin ,$1.6 B,63,Finland,"elevators, escalators",Manufacturing 
1818,Asok Kumar Hiranandani ,$1.6 B,67,Singapore,real estate,Real Estate 
1818,Hu Kunhui ,$1.6 B,31,China,biotech,Healthcare 
1818,Archie Hwang ,$1.6 B,69,Taiwan,semiconductors,Technology 
1818,Jared Isaacman ,$1.6 B,39,United States,payment processing,Technology 
1818,Anurang Jain ,$1.6 B,60,India,auto parts,Manufacturing 
1818,Jin Lei & family ,$1.6 B,67,China,medical equipment,Healthcare 
1818,Sunjay Kapur ,$1.6 B,50,United States,auto parts,Automotive 
1818,Richard Kayne ,$1.6 B,76,United States,investments,Finance & Investments 
1818,Randal J. Kirk ,$1.6 B,68,United States,pharmaceuticals,Healthcare 
1818,Jim Koch ,$1.6 B,72,United States,beer,Food & Beverage 
1818,William Koch ,$1.6 B,81,United States,"oil, investments",Energy 
1818,Kagemasa Kozuki ,$1.6 B,81,Japan,video games,Technology 
1818,Arvind Lal ,$1.6 B,72,India,medical diagnostics,Healthcare 
1818,Robert Langer ,$1.6 B,73,United States,biotech,Healthcare 
1818,Theodore Leonsis ,$1.6 B,66,United States,sports teams,Sports 
1818,David Xueling Li ,$1.6 B,49,China,live streaming service,Technology 
1818,Li Denghai ,$1.6 B,72,China,seed production,Food & Beverage 
1818,Li Guoqing ,$1.6 B,52,China,Petro Fibre,Manufacturing 
1818,Li Jiaquan ,$1.6 B,58,China,chemicals,Manufacturing 
1818,Li Rucheng ,$1.6 B,70,China,apparel,Fashion & Retail 
1818,Li Sze Lim ,$1.6 B,65,Hong Kong,real estate,Real Estate 
1818,Li Yongqing ,$1.6 B,57,China,Petro Firbe,Manufacturing 
1818,Lim Wee Chai ,$1.6 B,64,Malaysia,rubber gloves,Manufacturing 
1818,Liu Aisen & family ,$1.6 B,49,China,building materials,Construction & Engineering 
1818,Liu Ming Chung ,$1.6 B,59,Brazil,paper,Manufacturing 
1818,Vincent Lo ,$1.6 B,73,Hong Kong,real estate,Real Estate 
1818,Brandt Louie ,$1.6 B,78,Canada,drugstores,Food & Beverage 
1818,Catherine Lozick ,$1.6 B,76,United States,valve manufacturing,Manufacturing 
1818,Lu Zongjun ,$1.6 B,58,China,logistics,Logistics 
1818,Lv Jianming ,$1.6 B,57,Hong Kong,medical equipment,Healthcare 
1818,"Cargill MacMillan, III. ",$1.6 B,62,United States,Cargill,Food & Beverage 
1818,Duncan MacMillan ,$1.6 B,84,United States,Bloomberg LP,Finance & Investments 
1818,John MacMillan ,$1.6 B,72,United States,Cargill,Food & Beverage 
1818,Martha MacMillan ,$1.6 B,70,United States,Cargill,Food & Beverage 
1818,William MacMillan ,$1.6 B,67,United States,Cargill,Food & Beverage 
1818,Terence (Terry) Matthews ,$1.6 B,79,Canada,telecom,Telecom 
1818,Kazuo Okada ,$1.6 B,79,Japan,casinos,Gambling & Casinos 
1818,Tomas Olivo Lopez ,$1.6 B,48,Spain,shopping centers,Real Estate 
1818,Jorge Pinheiro Koren de Lima ,$1.6 B,49,Brazil,"hospitals, health insurance",Healthcare 
1818,Candido Pinheiro Koren de Lima Junior ,$1.6 B,51,Brazil,"hospitals, health insurance",Healthcare 
1818,Qian Ying ,$1.6 B,56,China,pig breeding,Food & Beverage 
1818,Ren Jinsheng & family ,$1.6 B,59,China,pharmaceutical,Healthcare 
1818,Brian Roberts ,$1.6 B,62,United States,Comcast,Media & Entertainment 
1818,Austin Russell ,$1.6 B,27,United States,sensors★,Automotive 
1818,George Sakellaris ,$1.6 B,75,United States,energy services,Energy 
1818,Sheryl Sandberg ,$1.6 B,52,United States,Facebook,Technology 
1818,Andres Santo Domingo ,$1.6 B,43,United States,beer,Food & Beverage 
1818,Paul Saville ,$1.6 B,66,United States,homebuilder,Real Estate 
1818,Ivan Savvidis ,$1.6 B,63,Russia,agribusiness,Diversified 
1818,Michael Saylor ,$1.6 B,57,United States,cryptocurrency,Technology 
1818,Gerald Schwartz ,$1.6 B,80,Canada,finance,Finance & Investments 
1818,Sathien Setthasit ,$1.6 B,67,Thailand,energy drinks,Food & Beverage 
1818,Niraj Shah ,$1.6 B,48,United States,online retail,Technology 
1818,Keiichi Shibahara ,$1.6 B,57,Japan,healthcare,Healthcare 
1818,Evgeny (Eugene) Shvidler ,$1.6 B,58,United States,"oil & gas, investments",Energy 
1818,Ryan Smith ,$1.6 B,43,United States,cloud computing,Technology 
1818,Peter Sperling ,$1.6 B,62,United States,education,Service 
1818,Ion Stoica ,$1.6 B,57,Romania,data analytics,Technology 
1818,Bambang Sutantio ,$1.6 B,63,Indonesia,dairy & consumer products,Food & Beverage 
1818,Lili Tan ,$1.6 B,64,China,feed,Food & Beverage 
1818,Tan Yu Yeh ,$1.6 B,51,Malaysia,retail,Fashion & Retail 
1818,David Teoh ,$1.6 B,66,Australia,telecom,Telecom 
1818,Carl Thoma ,$1.6 B,73,United States,investments,Finance & Investments 
1818,Ion Tiriac ,$1.6 B,82,Romania,"banking, insurance",Finance & Investments 
1818,Clemens Toennies ,$1.6 B,65,Germany,meat processing,Food & Beverage 
1818,Tran Ba Duong & family ,$1.6 B,62,Vietnam,automotive,Automotive 
1818,Tseng Sing-ai ,$1.6 B,64,Taiwan,petrochemicals,Manufacturing 
1818,Tung Ching Bor ,$1.6 B,59,China,manufacturing,Manufacturing 
1818,Tung Ching Sai ,$1.6 B,57,China,manufacturing,Manufacturing 
1818,Scott Watterson ,$1.6 B,66,United States,fitness equipment,Technology 
1818,Wei Ing-Chou ,$1.6 B,68,Taiwan,"food, beverages",Food & Beverage 
1818,Wei Yin-Chun ,$1.6 B,65,Taiwan,"food, beverages",Food & Beverage 
1818,Wei Ying-Chiao ,$1.6 B,67,Taiwan,"food, beverages",Food & Beverage 
1818,Tom Werner ,$1.6 B,71,United States,sports teams,Sports 
1818,Kie Chie Wong ,$1.6 B,74,Malaysia,investments,Metals & Mining 
1818,Xu Guozhong & family ,$1.6 B,58,China,Motors,Manufacturing 
1818,Xu Yuejuan ,$1.6 B,60,China,Petro Fibre,Manufacturing 
1818,Yang Tingdong ,$1.6 B,61,China,brewery,Food & Beverage 
1818,Yu Peidi ,$1.6 B,62,Hong Kong,real estate,Real Estate 
1818,Matei Zaharia ,$1.6 B,36,Romania,data analytics,Technology 
1818,Zhang Jian ,$1.6 B,53,China,"electric bikes, scooters",Manufacturing 
1818,Keqiang Zhang ,$1.6 B,61,China,real estate,Real Estate 
1818,Zheng Jianjiang & family ,$1.6 B,61,China,electrical equipment,Manufacturing 
1818,Zhong Sheng Jian ,$1.6 B,64,Singapore,real estate,Real Estate 
1929,Antti Aarnio-Wihuri ,$1.5 B,82,Finland,diversified,Diversified 
1929,Hamdi Akin & family ,$1.5 B,67,Turkey,diversified,Diversified 
